"","Genus","direction","estimate","std.error","statistic","p.value","q_value"
"1","g__Roseburia","Healthy-enriched",-3.92813578799382,0.999376886551302,-3.93058498836132,0.000101930835970568,0.00570812681435179
"2","g__Faecalibacterium","Healthy-enriched",-2.96922563317214,0.902900690141144,-3.28854066188385,0.00110811227679105,0.0206847625000996
"3","g__Megasphaera","Sick-enriched",2.21171989112645,0.655908937064107,3.37199230891145,0.000828715648055074,0.0206847625000996
