"","Genus","Species","direction","estimate","std.error","statistic","p.value","q_value"
"1","g__Roseburia","s__Roseburia intestinalis","Healthy-enriched",-2.85048448624802,0.708829554382908,-4.02139621383252,7.07423674043899e-05,0.0109650669476804
