"Genus","Species","direction","estimate","std.error","statistic","p.value","q_value"
"g__Roseburia","s__Roseburia intestinalis","Sick-enriched",-2.80728539571206,0.696850477424978,-4.02853336067964,6.87206742247449e-05,0.0106517045048355
